地名,規範碼,long,lat,朝代,行政區
栖靜寺,PL000000008563,118.774132,32.065868,沒有給定朝代,
東田,PL000000008731,118.797504,32.048876,南齊,
東山精舍,PL000000010020,120.573,31.3381,,
郯縣,PL000000013477,120.8241,29.5861,南齊,南朝齊_揚州
冠軍,PL000000025485,111.9471,32.7842,南齊,南朝齊_雍州
海鹽,PL000000012817,120.9409,30.5165,南齊,南朝齊_揚州
光興寺,PL000000012793,120.941,30.5165,,
雞籠山邸,PL000000008622,118.778,32.0514,,
公車寺,PL000000013450,120.824,29.5861,,
杜縣,PL000000027210,111.9373,32.1082,南齊,南朝齊_雍州
無礙寺,PL000000010019,120.646118,31.174222,,
蘇州,PL000000009939,120.6276,31.3114,慣用名,民國_江蘇省
法海寺,PL000000017122,119.300779,26.083086,沒有給定朝代,
吳縣,PL000000009990,120.6276,31.3114,南齊,南朝齊_揚州
慧輪殿,PL000000008625,118.778,32.0514,,
晉陵郡,PL000000009726,119.9613,31.7815,南齊,南朝齊_南徐州
簡靜寺,PL000000008963,118.764825,32.068755,,
北嶺,PL000000008349,0,0,,
義興郡,PL000000009473,119.8233,31.3623,南齊,南朝齊_揚州
陽羨,PL000000009472,119.8233,31.3623,南齊,南朝齊_揚州
妙音寺,PL000000008586,118.790617,32.060931,,
東莞,PL000000021836,118.9739,35.9813,北魏,北朝魏_南青州
常州,PL000000009739,119.9613,31.7815,唐,唐_江南東道
玄圃,PL000000008623,118.778,32.0514,,
順陽郡,PL000000025372,111.4361,32.9345,南齊,南朝齊_雍州
同下里,PL000000009116,118.839,31.8346,,
法雲寺,PL000000009137,118.839,31.8346,沒有給定朝代,
光華殿,PL000000003709,114.389,36.2752,沒有給定朝代,
湘東郡,PL000000028916,112.6055,26.9007,南齊,南朝齊_湘州
夷陵,PL000000026843,111.3453,30.6717,南齊,南朝齊_荊州
隨喜寺,PL000000030427,113.264,23.1335,,
高要,PL000000031103,112.4599,23.0571,南齊,南朝齊_廣州
桂陽郡,PL000000029676,113.0335,25.8017,南齊,南朝齊_湘州
瀟湘,PL000000028608,113,28,沒有給定朝代,
天安寺,PL000000008721,118.778,32.0514,,
鍾阜,PL000000008624,118.778,32.0514,,
新安郡,PL000000011947,118.8041,29.7197,南齊,南朝齊_揚州
陽平郡,PL000000001727,115.3076,36.5335,北魏,北朝魏_相州
朝哥縣,PL000000015800,117.658,32.8852,,
臨淄,PL000000009287,118.9043,32.2775,南齊,南朝齊_青州
建安寺,PL000000009265,118.904,32.2775,沒有給定朝代,
波提寺,PL000000009145,118.847575,31.827302,,
烏傷,PL000000013596,120.0804,29.2987,南齊,南朝齊_揚州
國慶寺,PL000000013394,120.854208,29.89185,,
梵居寺,PL000000013451,120.824,29.5861,,
汝南,PL000000026471,114.3465,30.5529,南齊,南朝齊_郢州
金華山,PL000000013486,119.658,29.177,沒有給定朝代,
赤松澗,PL000000013493,119.68,29.18,沒有給定朝代,
長山,PL000000013522,119.6586,29.1034,南齊,南朝齊_揚州
重雲殿,PL000000008619,118.778,32.0514,沒有給定朝代,
等覺殿,PL000000008626,118.778,32.0514,,
華胥,PL000000042552,109.318174,34.153776,,
竹山里,PL000000013582,118.778,32.0514,,
仙都山,PL000000014959,120.146931,28.685301,沒有給定朝代,
石壁禪寺,PL000000006053,112.106174,37.573907,北魏,
雁門,PL000000005471,112.9587,39.0599,唐,唐_河東道
汾川,PL000000043808,110.3247,36.2847,隋,隋_延安郡
秦始皇陵,PL000000042436,109.253611,34.381944,,
太極殿,PL000000008620,0,0,,
并州大寺,PL000000003719,112.44,37.7241,,
汾州,PL000000005921,110.94,36.6872,北魏,北朝魏_汾州
介山,PL000000004852,111.99557,36.896791,沒有給定朝代,
鸞公巖,PL000000004851,111.912,37.024,,
平遙山寺,PL000000006198,111.787781,37.265537,唐,
汾西,PL000000005970,111.5721,36.65,隋,隋_臨汾郡
泰陵文谷,PL000000006029,112.02,37.49,,
摩訶堂,PL000000034693,104.086,30.6501,,
淨眾寺,PL000000034714,104.055,30.686,唐,
會稽,PL000000013240,120.5871,30.0031,唐,唐_江南東道
上虞,PL000000013416,120.8856,30.0159,南齊,南朝齊_揚州
范陽郡,PL000000002470,115.978,39.4865,北魏,北朝魏_幽州
黃龍山,PL000000018888,113.943258,29.044471,沒有給定朝代,
報德寺,PL000000003906,0,0,北魏,
昆山,PL000000010199,120.9572,31.3847,北宋,北宋_兩浙路
常山,PL000000004017,112.9102,38.5885,沒有給定朝代,
樂安,PL000000025815,114.6647,32.0776,南齊,南朝齊_豫州
江北,PL000000000093,113,33,慣用名,
湯陰,PL000000024116,114.5024,35.9318,隋,隋_汲郡
王寺,PL000000024765,115.2,36.07,沒有給定朝代,
臨川郡,PL000000019875,116.7403,27.4389,南齊,南朝齊_江州
廬江,PL000000016144,117.2972,31.2522,隋,隋_廬江郡
東遷,PL000000013034,120.3576,30.8669,南齊,南朝齊_揚州
雍州寧蠻府,PL000000027124,112.1591,32.0122,南齊,南朝齊_雍州
錢唐,PL000000011688,120.1234,30.2323,南齊,南朝齊_揚州
七澤,PL000000000080,112,30,慣用名,
萬壽殿,PL000000008630,118.791168,32.060572,,
西寺,PL000000011802,119.9492,30.2856,南梁,
餘杭,PL000000011893,119.9383,30.2543,唐,唐_江南東道
北倉寺,PL000000011337,120.148229,30.269649,沒有給定朝代,
永嘉郡,PL000000012529,120.662,28.0148,南齊,南朝齊_揚州
廣德寺,PL000000023567,112.4503,34.7096,北魏,
東光,PL000000003095,116.6535,37.8853,北魏,北朝魏_冀州
汝南,PL000000023919,113.0691,33.9488,北魏,北朝魏_司州
江陰,PL000000009422,120.2751,31.9075,隋,隋_毗陵郡
樂受殿,PL000000008631,118.791168,32.060572,,
羅天宮寺,PL000000034734,104.1461,30.6837,南朝,
閬中,PL000000036539,105.9756,31.5828,南齊,南朝齊_梁州
光化寺,PL000000035021,104.1461,30.6837,唐,
海陵,PL000000011127,119.9203,32.4946,唐,唐_淮南道
太原,PL000000020302,116.6642,36.5342,北魏,北朝魏_齊州
安成郡,PL000000019553,114.617,27.3814,南齊,南朝齊_江州
吳平,PL000000019770,115.1384,27.9458,南齊,南朝齊_江州
益都,PL000000021197,118.764,36.8309,北魏,北朝魏_青州
海岱,PL000000008357,118.002319,36.002896,,
鄴城,PL000000001429,114.400317,36.275025,沒有給定朝代,
善言殿,PL000000008628,0,0,沒有給定朝代,
大寶精舍,PL000000027749,112.1153,30.3907,南梁,
中華北山,PL000000027712,112.63,30.04,南朝,
衡陽郡,PL000000028766,113.0198,27.4297,南齊,南朝齊_湘州
縉雲,PL000000014969,120.0671,28.647,元,元_江浙行省
郢州,PL000000027486,113.1256,31.024,唐,唐_山南東道
昇平亭,PL000000009875,120.62454,31.320092,,
沛縣,PL000000009566,116.9362,34.737,北魏,北朝魏_徐州
青州,PL000000010395,119.2464,34.5759,南齊,南朝齊_青州、冀州
南沛郡,PL000000015853,118.8537,32.7106,南齊,南朝齊_南兗州
大明寺,PL000000010826,119.407354,32.421485,劉宋,
竹澗寺,PL000000008660,118.778,32.0514,南梁,
止觀寺,PL000000009029,118.988,32.1549,,
江乘縣,PL000000009015,118.988,32.1549,,
禪眾寺,PL000000008928,118.764825,32.068755,南朝,
長春殿,PL000000008632,118.791168,32.060572,,
廬陵郡,PL000000019417,115.1584,27.3407,南齊,南朝齊_江州
龍亢,PL000000015199,116.9031,33.1458,北魏,北朝魏_南兗州
東鄉,PL000000009935,0,0,南梁,
靜眾寺,PL000000008583,118.790617,32.060931,南梁,
莒縣,PL000000021849,118.8438,35.5808,北魏,北朝魏_南青州
曲阿,PL000000011047,119.5789,31.9945,南齊,南朝齊_南徐州
江都郡,PL000000010797,119.4462,32.39,隋,隋_江都郡
晉陵寺,PL000000009701,119.946798,31.755303,慣用名,
豫州,PL000000016351,116.7861,32.5747,南齊,南朝齊_豫州
利成,PL000000009413,120.0892,31.9119,南齊,南朝齊_南徐州
光融寺,PL000000025739,114.0589,32.11685,南梁,
昭德殿,PL000000008907,118.764825,32.068755,陳,
江陽郡,PL000000036638,103.9515,30.1616,南齊,南朝齊_益州
南郡,PL000000027774,112.1995,30.3496,南齊,南朝齊_荊州
夏州,PL000000044193,109.2942,37.9624,北齊,
咸陽郡,PL000000043096,108.8465,34.5329,北魏,北朝魏_雍州
靜覺寺,PL000000042426,108.9688,34.2158,唐,
堰角寺,PL000000001008,114.4514,37.8272,南齊,
西山,PL000000000404,116.182383,39.968603,,
紫極殿,PL000000023676,112.5127,34.8412,北魏,
大極殿,PL000000023677,112.5127,34.8412,北魏,
河南,PL000000000079,113,35,慣用名,
平鄉城,PL000000001925,114.8871,37.0151,北魏,北朝魏_相州
相州,PL000000001615,114.3892,36.2752,北魏,北朝魏_相州
下邑,PL000000016037,116.3494,34.4269,北魏,北朝魏_徐州
林慮山,PL000000024203,113.712689,36.073048,慣用名,
密州,PL000000021144,119.4134,35.9922,唐,唐_河南道
顯義寺,PL000000001443,114.614139,36.335571,北魏,
大覺寺,PL000000001444,114.614139,36.335571,北魏,
河北郡,PL000000005121,111.1664,34.8302,北魏,北朝魏_司州
齊州,PL000000020253,117.011,36.6492,北魏,北朝魏_齊州
東清河郡,PL000000020580,117.9827,36.6438,北魏,北朝魏_齊州
總持寺,PL000000001445,114.614139,36.335571,北齊,
平恩,PL000000001767,115.1024,36.6972,北魏,北朝魏_相州
邵寺,PL000000001503,115.152758,36.282058,北魏,
滏水,PL000000000787,118.5362,37.244,北魏,
寶山寺,PL000000001446,114.614139,36.335571,北齊,
漁陽,PL000000000623,116.7629,40.3399,曹魏,三國魏_幽州
河北省,PL000000000783,114.463173,38.036613,,現今_河北省
朝歌,PL000000024277,114.2037,35.6057,北魏,北朝魏_司州
汲縣,PL000000024482,113.9746,35.3755,北魏,北朝魏_司州
林慮,PL000000024222,113.8221,36.0681,北魏,北朝魏_相州
胡山寺,PL000000024205,113.815697,36.078208,北魏,
懷縣,PL000000024564,113.3233,35.0524,北魏,北朝魏_司州
衛國,PL000000024754,115.1269,35.8757,北魏,北朝魏_相州
定國寺,PL000000024095,114.355537,36.104659,北魏,
修定寺,PL000000024096,114.355537,36.104659,北魏,
彌勒堂,PL000000024098,114.355537,36.104659,,
高陽,PL000000002247,115.911,38.6893,北魏,北朝魏_瀛州
蒲坂,PL000000005219,110.3006,34.8515,北魏,北朝魏_司州
常念寺,PL000000005171,110.447554,34.867059,北周,
白馬寺,PL000000001447,114.614139,36.335571,北齊,
河表七州,PL000000000143,118.6333,35.7899,,
崇華寺,PL000000042375,108.9116,34.3398,北齊,
安漢,PL000000036394,106.0894,30.836,南齊,南朝齊_梁州
蘇溪,PL000000035609,104.745827,31.77814,北周,
巴西梓潼二郡,PL000000035432,104.8135,31.4753,南齊,南朝齊_益州
涪川,PL000000038365,108.2079,27.9865,隋,隋_黔安郡
武誓寺,PL000000034736,104.1461,30.6837,北齊,
劍南道,PL000000034811,104.0864,30.6501,唐,唐_劍南道
光興寺,PL000000035423,105.079527,31.08311,北周,
鄭州,PL000000023069,113.6505,34.7573,唐,唐_都畿道
上洛郡,PL000000044497,109.9414,33.8694,北魏,北朝魏_洛州
洺州,PL000000001670,114.731,36.7054,唐,唐_河北道
江東,PL000000038708,109.4843,27.0107,明,明_湖廣
桑泉,PL000000004933,110.559,35.1049,隋,隋_河東郡
百梯寺,PL000000005172,110.618542,34.838607,隋,
棲巖寺,PL000000005173,110.350427,34.8064,北周,
南朝陳,PL000000000074,118.778,32.0514,陳,
龍首原,PL000000042029,108.956314,34.268042,隋,
廣恩坊,PL000000042282,108.909589,34.234216,,
大雲經寺,PL000000042301,108.906561,34.23834,隋,
京兆郡,PL000000042194,108.9532,34.2662,隋,隋_京兆郡
敦煌,PL000000045796,94.564,40.1266,隋,隋_敦煌郡
上黨郡,PL000000004132,113.1128,36.1829,隋,隋_上黨郡
高都,PL000000004373,112.8484,35.5037,西晉,西晉_并州
澤州,PL000000004372,112.8484,35.5037,唐,唐_河東道
古賢谷寺,PL000000004362,112.853263,35.501604,隋,
華陰,PL000000043553,110.0984,34.5678,隋,隋_京兆郡
懷州,PL000000024672,112.9462,35.0886,唐,唐_都畿道
北山丹谷,PL000000024645,112.950721,35.087557,隋,
清化寺,PL000000004474,112.97326,35.890536,唐,
魯國,PL000000000077,116.9966,35.5976,周,
秦國,PL000000042000,108.94978,34.267173,,
晉國,PL000000005729,111.474664,35.641331,,
汲郡,PL000000024258,114.3034,35.5976,隋,隋_汲郡
定州,PL000000002517,114.9847,38.5194,北魏,北朝魏_定州
淨影寺,PL000000042419,108.931566,34.246268,隋,
須彌山,PL000000055454,0,0,,
謝鎮寺,PL000000034737,104.1461,30.6837,南梁,
梁州,PL000000043857,107.0439,33.0761,唐,唐_山南西道
資中,PL000000037237,104.6586,30.1223,南齊,南朝齊_益州
蜀漢,PL000000000100,104.0864,30.6501,沒有給定朝代,
松滋,PL000000027930,111.7248,30.3336,隋,隋_南郡
東寺,PL000000027918,111.7687,30.177,南梁,
福緣寺,PL000000042441,109.135184,34.329014,沒有給定朝代,
龍泉寺,PL000000027738,112.1153,30.3907,隋,
神山,PL000000027734,112.1153,30.3907,南梁,
驢廟,PL000000027924,111.7687,30.177,,
枝江,PL000000027064,111.7379,30.3827,隋,隋_南郡
江漢,PL000000026401,114.2,30.6,沒有給定朝代,
等界寺,PL000000027739,111.521979,30.279037,隋,
龍泉寺,PL000000027095,112.128353,32.011803,唐,
四望山寺,PL000000025740,114.0589,32.11685,隋,
西楚,PL000000000087,119.15,33.501,慣用名,
汝南郡,PL000000026205,114.5971,33.1639,西漢,西漢_豫州刺史部
嘉興,PL000000012751,120.7683,30.7282,唐,唐_江南東道
南徐州,PL000000011017,119.4519,32.1858,南齊,南朝齊_南徐州
徐方,PL000000011242,118.704354,33.721262,周,
中寺,PL000000011244,117.2633,34.2071,隋,
樂遊苑,PL000000009123,118.807454,32.057112,,
琅邪郡,PL000000021906,118.3503,35.0705,隋,隋_琅邪郡
義興,PL000000009471,119.8233,31.3623,隋,隋_毗陵郡
天宮寺,PL000000008929,118.764825,32.068755,唐,
報德寺,PL000000013089,119.898204,31.008813,陳,
安國寺,PL000000009702,119.946798,31.755303,隋,
曲陽,PL000000001093,114.9845,38.0425,北魏,北朝魏_定州
靈通寺,PL000000001637,114.487096,36.785573,隋,
大慈寺,PL000000001589,114.367687,36.374688,隋,
靈泉寺,PL000000024097,114.075944,36.043516,隋,
演空寺,PL000000001590,114.367687,36.374688,隋,
寒陵山寺,PL000000024065,114.386767,36.098857,,
晉陽,PL000000003815,112.4991,37.7162,隋,隋_太原郡
寶山,PL000000024094,114.065135,36.04866,隋,
營州,PL000000007781,120.461,41.579,唐,唐_河北道
平棘,PL000000001048,114.7817,37.7522,隋,隋_趙郡
鵲山,PL000000020239,117.021191,36.691532,隋,
太極殿,PL000000001431,114.614139,36.335571,,
空觀寺,PL000000042241,108.92319,34.238594,唐,
至相寺,PL000000042500,108.91659,34.019908,隋,
考城,PL000000025594,115.0793,34.622,隋,隋_梁郡
江都,PL000000010795,119.4462,32.39,隋,隋_江都郡
新昌郡,PL000000015722,118.3132,32.3158,南齊,南朝齊_北徐州
北兗州,PL000000010566,118.9802,33.5234,南齊,南朝齊_北兗州
岐陽宮,PL000000042828,107.400735,34.521359,隋,
承明殿,PL000000042099,108.956314,34.268042,,
邙山,PL000000023510,112.55,34.8,沒有給定朝代,
會稽,PL000000013266,120.5871,30.0031,隋,隋_會稽郡
吳郡,PL000000010042,120.5863,31.2583,隋,隋_吳郡
開善寺,PL000000010758,119.426378,32.396669,隋,
雒河,PL000000023038,112.47323,34.66966,慣用名,
南郡,PL000000027773,112.1995,30.3496,隋,隋_南郡
天皇寺,PL000000027845,112.217703,30.348319,南梁,
青溪山,PL000000027731,112.1153,30.3907,隋,
覆舟山,PL000000027019,111.63,30.81,慣用名,
仁壽宮,PL000000042996,107.7558,34.6827,隋,隋_扶風郡
大寶殿,PL000000042997,107.7558,34.6827,,
汴州,PL000000023329,114.3525,34.7847,唐,唐_河南道
陳留,PL000000023453,114.5369,34.6481,隋,隋_梁郡
總化寺,PL000000042161,108.956314,34.268042,隋,
福廣寺,PL000000023298,114.353,34.7847,,
滑州,PL000000024155,114.5906,35.5486,唐,唐_河南道
修德寺,PL000000024067,114.591,35.5486,,
玄都,PL000000042048,108.953,34.3288,,
固安,PL000000003353,116.311,39.4348,隋,隋_涿郡
大學寺,PL000000001448,114.614139,36.335571,北齊,
百越,PL000000000085,0,0,慣用名,
崇聖寺,PL000000011199,118.285795,33.944068,隋,
彭城郡,PL000000009535,117.1969,34.2686,隋,隋_彭城郡
天水郡,PL000000044858,105.7258,34.5853,隋,隋_天水郡
隴西,PL000000044841,105.724944,34.580865,慣用名,
龍池寺,PL000000042502,108.946347,34.155718,隋,
冀州,PL000000003648,115.5734,37.5652,唐,唐_河北道
開元寺,PL000000003628,115.555964,37.56845,隋,
三善寺,PL000000042978,107.793566,34.67792,隋,
襄陽,PL000000027119,112.1403,32.0126,唐,唐_山南東道
河北,PL000000005124,111.111,34.817,唐,唐_都畿道
安陽,PL000000024081,114.3548,36.0976,唐,唐_河北道
東山寺,PL000000010021,120.56787,31.298771,南梁,
汝南郡,PL000000026335,114.355,33.0067,隋,隋_汝南郡
南新蔡郡,PL000000028137,115.7947,29.8583,南齊,南朝齊_江州
太極殿,PL000000008908,118.786154,32.063291,陳,
譙郡,PL000000016496,115.78,33.8784,隋,隋_譙郡
寶光寺,PL000000027741,112.1153,30.3907,南梁,
律行寺,PL000000008970,118.764825,32.068755,,
鳳林寺,PL000000027093,112.16405,31.977297,隋,
江陽,PL000000010802,119.4462,32.39,隋,隋_江都郡
防輿,PL000000004472,112.923948,35.798044,唐,
潤州,PL000000010986,119.4533,32.2052,唐,唐_江南東道
鄮山,PL000000012279,121.740856,29.853941,慣用名,
代州,PL000000005470,112.9587,39.0599,唐,唐_河東道
寶剎寺,PL000000042273,108.961647,34.257782,唐,
寶昌寺,PL000000042329,108.894914,34.254402,隋,
潭州,PL000000028665,112.9867,28.1973,唐,唐_江南西道
湘江,PL000000028611,112.802,28.5676,,
豫州,PL000000026334,114.355,33.0067,唐,唐_河南道
彭城,PL000000009523,117.1969,34.2686,唐,唐_河南道
辯才寺,PL000000042144,108.888783,34.246453,唐,
化度寺,PL000000042296,108.891321,34.262313,隋,
汝州,PL000000024045,112.8461,34.1611,唐,唐_都畿道
善應寺,PL000000021892,118.348034,35.068674,隋,
太原縣,PL000000003793,112.5121,37.709,唐,唐_河東道
海覺寺,PL000000042239,108.913253,34.232937,隋,
智門寺,PL000000028290,113.376841,31.686348,隋,
北苑,PL000000042100,108.956314,34.268042,,
下生寺,PL000000007614,123.174317,41.270125,隋,
中朝山,PL000000005170,110.447554,34.867059,,
流照堂,PL000000005174,110.447554,34.867059,,
智度寺,PL000000036710,104.533049,28.690195,隋,
岱岳寺,PL000000044950,105.669666,34.858928,隋,
長壽寺,PL000000024652,112.950721,35.087557,隋,
景淨寺,PL000000004363,112.853263,35.501604,隋,
齊州,PL000000020249,117.011,36.6492,唐,唐_河南道
神通寺,PL000000020242,117.129136,36.453787,隋,
幽州,PL000000000368,116.326,39.8768,唐,唐_河北道
鄧州,PL000000025497,112.0899,32.6841,唐,唐_山南東道
大興國寺,PL000000025463,112.087425,32.687721,隋,
瀛州,PL000000003310,116.0952,38.4349,唐,唐_河北道
大興國寺,PL000000027742,112.1153,30.3907,隋,
發蒙寺,PL000000019365,114.976002,27.106689,隋,
長沙郡,PL000000028667,112.9867,28.1973,隋,隋_長沙郡
恆州,PL000000000871,114.5733,38.1394,唐,唐_河北道
果實寺,PL000000030437,113.2787,23.1363,隋,
水枕山,PL000000030434,113.2787,23.1363,,
萊州,PL000000020932,119.9476,37.1743,唐,唐_河南道
拒神山寺,PL000000021864,117.659858,36.203221,隋,
萊蕪,PL000000021878,117.8448,36.3099,唐,唐_河南道
溫公埠,PL000000021863,117.659858,36.203221,南齊,
河朔,PL000000000084,113,40,慣用名,
高昌,PL000000019481,114.8226,26.9142,南齊,南朝齊_江州
襄國郡,PL000000001810,114.5037,37.0656,隋,隋_襄國郡
河間,PL000000003311,116.0952,38.4349,隋,隋_河間郡
汝南,PL000000023920,113.0557,33.9458,隋,隋_襄城郡
高城,PL000000003118,117.3385,38.019,北魏,北朝魏_瀛州
上谷郡,PL000000002350,115.5033,39.3483,隋,隋_上谷郡
禪林寺,PL000000042227,108.987169,34.25456,隋,
寶基寺,PL000000003774,112.477683,37.715375,隋,
渤海郡,PL000000022614,117.5462,37.6277,隋,隋_渤海郡
蔣州,PL000000008910,118.764825,32.068755,隋,
慧日禪寺,PL000000010762,120.298573,30.508032,隋,
秦川,PL000000041986,108.709003,34.329563,,
虞鄉,PL000000005194,110.4528,34.8661,隋,隋_河東郡
弘農,PL000000025176,110.8744,34.527,隋,隋_弘農郡
伏讀山,PL000000025111,110.894956,34.518521,北周,
靜法寺,PL000000042113,108.918349,34.238253,隋,
恒岳寺,PL000000002371,114.692504,38.623534,,
熊州,PL000000023764,112.0921,34.4849,,
十善寺,PL000000023769,112.0921,34.4849,,
清河,PL000000002045,115.6007,37.0942,唐,唐_河北道
寶融寺,PL000000025534,115.589152,34.366854,,
梁靜寺,PL000000015044,0,0,隋,
安樂寺,PL000000010759,119.426378,32.396669,隋,
淮陽郡,PL000000009658,117.9536,33.898,北魏,北朝魏_徐州
福田寺,PL000000028069,115.446349,30.231723,隋,
鼓吹山,PL000000028063,115.446349,30.231723,隋,
禪居院,PL000000028070,115.446349,30.231723,,
江都,PL000000010789,119.4462,32.39,唐,唐_淮南道
蓨縣,PL000000003594,116.2677,37.6872,唐,唐_河北道
良鄉,PL000000000466,116.0733,39.6392,唐,唐_河北道
扶風郡,PL000000042850,107.3948,34.5222,隋,隋_扶風郡
寶香寺,PL000000027461,113.119582,31.018539,隋,
武功郡,PL000000042901,108.0474,34.2475,北魏,北朝魏_岐州
即墨,PL000000020505,120.4599,36.3809,唐,唐_河南道
道藏寺,PL000000021090,118.473937,36.685168,隋,
遊德寺,PL000000021096,118.473982,36.685042,,
弘義宮,PL000000042024,108.939195,34.266559,,
郿縣,PL000000042917,107.7637,34.2732,唐,唐_京畿道
通道觀,PL000000042178,108.956314,34.268042,,
岐山,PL000000042869,107.716,34.538,隋,隋_扶風郡
慈門寺,PL000000042293,108.913112,34.248751,隋,
龍池之峯,PL000000042631,108.605273,34.108609,唐,
悟真寺,PL000000042558,109.430328,34.121942,沒有給定朝代,
滎陽,PL000000023194,113.3566,34.7824,唐,唐_都畿道
靈巖寺,PL000000020295,116.978062,36.363017,隋,
江陰,PL000000009421,120.2751,31.9075,唐,唐_江南東道
宣州,PL000000016955,118.7514,30.9457,唐,唐_江南西道
永安寺,PL000000016933,118.754625,30.944441,隋,
黎州,PL000000037077,102.6492,29.5037,唐,唐_劍南道
馬頭穴,PL000000042550,109.318174,34.153776,唐,
總持寺,PL000000042422,108.887349,34.21117,隋,
交趾,PL000000055218,105.7862,21.0721,隋,隋_交趾郡
實際寺,PL000000042269,108.922853,34.248936,隋,
定水寺,PL000000042076,108.922269,34.250797,,
藍田,PL000000042576,109.3305,34.1533,唐,唐_京畿道
句容,PL000000011095,119.1717,31.9453,唐,唐_江南東道
武城,PL000000003570,115.8413,37.1474,唐,唐_河北道
廣國寺,PL000000001457,114.614139,36.335571,,
大業寺,PL000000021093,118.473982,36.685042,隋,
雞頭摩寺,PL000000048219,75,25,,
晉陽,PL000000003801,112.5002,37.741,西晉,西晉_并州
寶臺經藏,PL000000010779,119.426378,32.396669,,
宿預,PL000000011214,118.412,33.8022,唐,唐_河南道
茱萸里,PL000000010751,119.426378,32.396669,隋,
承氏,PL000000022976,115.573039,35.071388,唐,
大乘寺,PL000000042659,108.73,34.01,北周,
高昌,PL000000047455,88.4572,43.2853,西突厥,_西突厥
乾宗寺,PL000000042377,108.9116,34.3398,南北朝,
太白山,PL000000042007,107.758622,33.949676,沒有給定朝代,
隋縣,PL000000028310,113.3787,31.7143,唐,唐_山南東道
藍田,PL000000042577,109.3305,34.1533,隋,隋_京兆郡
藍田山,PL000000042554,109.425,34.1301,,
安州,PL000000027681,113.6977,31.2628,唐,唐_淮南道
景藏寺,PL000000027658,113.6336,31.2631,隋,
十力寺,PL000000027661,113.6336,31.2631,,
鴻臚館,PL000000042686,109.09,34.51,隋,
隴西,PL000000045000,104.8129,34.8116,隋,隋_隴西郡
仙遊寺,PL000000042649,108.605273,34.108609,隋,
狄道,PL000000046196,103.8668,35.3792,唐,唐_隴右道
上黨,PL000000004129,113.1128,36.1829,唐,唐_河東道
大莊嚴寺,PL000000001449,114.614139,36.335571,南北朝,
漢王寺,PL000000023878,109.935705,33.864578,隋,
蓮華藏世界,PL000000055869,0,0,,
允武殿,PL000000042081,108.956314,34.268042,隋,
梓州,PL000000035490,105.096,31.0943,唐,唐_劍南道
華林寺,PL000000035455,105.091028,31.097572,隋,
韋曲,PL000000042531,108.9493,34.1552,清,清_陝西
齊郡,PL000000020251,117.011,36.6492,隋,隋_齊郡
淨影寺,PL000000024525,113.4657,35.3183,隋,
大禹寺,PL000000013210,120.578829,29.991451,隋,
貝州,PL000000002044,115.6007,37.0942,唐,唐_河北道
通法寺,PL000000042117,108.969298,34.223217,隋,
嵩嶽寺,PL000000023611,113.015994,34.501343,北魏,
汎愛寺,PL000000001794,114.501843,37.067437,隋,
濟法寺,PL000000042337,108.915383,34.259893,隋,
弘博寺,PL000000003289,116.093354,38.445768,隋,
安和寺,PL000000010403,119.125819,34.571087,隋,
武德寺,PL000000003775,112.477683,37.715375,隋,
高陽,PL000000002259,115.9116,38.6706,隋,隋_河間郡
壽昌,PL000000012028,119.1953,29.3678,唐,唐_江南東道
建安寺,PL000000009703,119.946798,31.755303,唐,
西陽郡,PL000000027962,114.9185,30.4378,南齊,南朝齊_郢州
譙國,PL000000016501,115.78,33.8784,西晉,西晉_豫州
廣陵,PL000000010834,119.371,32.4189,南齊,南朝齊_南兗州
無錫,PL000000009352,120.3066,31.5733,唐,唐_江南東道
建善寺,PL000000009884,120.62454,31.320092,南北朝,
鳳光寺,PL000000009346,120.295051,31.582452,隋,
弘業寺,PL000000009704,119.946798,31.755303,隋,
扶塘,PL000000008351,0,0,,
海鹽,PL000000012815,120.9409,30.5165,唐,唐_江南東道
蘭陵,PL000000020727,117.6125,34.7658,隋,隋_彭城郡
安陸,PL000000027682,113.6977,31.2628,唐,唐_淮南道
茅山,PL000000027733,112.1153,30.3907,隋,
成都,PL000000034785,104.0864,30.6501,唐,唐_劍南道
荊門縣,PL000000027429,112.2072,31.0279,唐,唐_山南東道
方等寺,PL000000027659,113.6336,31.2631,唐,
豐都,PL000000034350,107.7231,29.8869,唐,唐_山南東道
同州,PL000000043355,109.9481,34.7968,唐,唐_京畿道
大興國寺,PL000000043336,109.942151,34.795641,隋,
高都,PL000000004467,112.9696,35.6013,北魏,北朝魏_司州
玉泉寺,PL000000042561,109.318174,34.153776,唐,
三韓,PL000000048607,126.860065,36.498815,慣用名,
弁韓,PL000000048605,127,35,慣用名,
馬韓,PL000000048608,127,35,沒有給定朝代,
辰韓,PL000000048604,128,36,慣用名,
新羅,PL000000048606,129.22,35.83,新羅,
皇隆寺,PL000000048610,129,35,沒有給定朝代,
津梁寺,PL000000042562,109.318174,34.153776,隋,
華陰,PL000000043552,110.0984,34.5678,唐,唐_京畿道
隴上,PL000000041990,106.439,34.815,,
旌善寺,PL000000042119,108.956314,34.268042,隋,
淮服,PL000000000082,120,33,,
會昌寺,PL000000042338,108.898514,34.262636,唐,
化感寺,PL000000042560,109.35,34.05,隋,
唐朝皇城,PL000000042083,108.956314,34.268042,唐,
西嚴村,PL000000042025,108.939195,34.266559,,
