地名,規範碼,long,lat,朝代,行政區
縉雲,PL000000014971,120.0671,28.647,北宋,北宋_兩浙路
永康,PL000000013626,120.034,28.8959,北宋,北宋_兩浙路
東陽,PL000000013614,120.2367,29.2592,北宋,北宋_兩浙路
龍游,PL000000013715,119.1768,29.0357,北宋,北宋_兩浙路
永嘉,PL000000012518,120.6619,28.0169,北宋,北宋_兩浙路
三天子鄣山,PL000000020193,117.743,29.55,沒有給定朝代,
台州,PL000000014899,121.1293,28.8417,北宋,北宋_兩浙路
天寧寺,PL000000014870,121.113365,28.841917,唐,
夏朝,PL000000023563,112.4503,34.7096,夏,
商朝,PL000000000095,114.386767,36.098857,商,
崑崙山,PL000000055510,0,0,,
黃梅,PL000000028124,115.8548,30.1183,唐,唐_淮南道
四祖寺,PL000000028114,115.79239,30.121108,唐,
五祖山,PL000000028109,115.936314,30.187356,慣用名,
始興,PL000000030617,114.0715,24.9446,唐,唐_嶺南道
法雨塔,PL000000056173,115.936369,30.187491,唐,
南唐,PL000000000122,118.778,32.0514,,
南華禪寺,PL000000030578,113.631534,24.649122,沒有給定朝代,
新興,PL000000031876,112.2332,22.7018,唐,唐_嶺南道
新州,PL000000031875,112.2332,22.7018,唐,唐_嶺南道
樂昌,PL000000030688,113.3551,25.1338,唐,唐_嶺南道
四會,PL000000031242,112.7027,23.3476,唐,唐_嶺南道
大鑒寺,PL000000030559,113.599202,24.800622,唐,
曹溪,PL000000030577,113.629165,24.644785,慣用名,
龍山寺,PL000000031861,112.223768,22.592033,唐,
靈照塔,PL000000030579,113.631451,24.648996,唐,
南海,PL000000030459,113.2643,23.1335,北宋,北宋_廣南東路
韶州,PL000000030569,113.6117,24.8091,北宋,北宋_廣南東路
均州,PL000000026800,111.1568,32.666,唐,唐_山南東道
尉氏,PL000000023389,114.1899,34.4127,唐,唐_河南道
當陽山,PL000000027735,112.1153,30.3907,,
報恩寺,PL000000023382,114.190364,34.41166,唐,
蒙山,PL000000019663,114.932366,28.061166,沒有給定朝代,
鄱陽,PL000000020174,116.6725,28.993,唐,唐_江南西道
永昌寺,PL000000018576,115.90418,28.679095,唐,
袁州,PL000000019610,114.3844,27.7932,唐,唐_江南西道
宜春,PL000000019609,114.3844,27.7932,唐,唐_江南西道
國昌寺,PL000000027111,112.128353,32.011803,唐,
龍興寺,PL000000025196,112.539591,33.003986,,
華清宮,PL000000042439,109.20742,34.36505,唐,
般若院,PL000000027844,112.407854,30.041386,唐,
范陽節度使,PL000000000370,116.326,39.8768,唐,唐_河北道
寶應寺,PL000000023547,112.457786,34.621059,唐,
般若塔,PL000000056192,112.457826,34.620891,唐,
青山,PL000000009132,118.838872,31.956337,沒有給定朝代,
長樂殿,PL000000042362,108.953623,34.295778,唐,
碧澗精舍,PL000000027054,111.7447,30.4674,唐,
龍興寺,PL000000012499,120.651257,28.018192,,
西山,PL000000012493,120.62,28,沒有給定朝代,
淨光之塔,PL000000056221,120.622391,27.993666,唐,
青山幽巖寺,PL000000009186,118.749434,31.87051,,
司空山,PL000000028773,113.803394,27.251594,沒有給定朝代,
宿城,PL000000021676,116.4211,35.9222,唐,唐_河南道
龍興寺,PL000000011996,119.275455,29.477243,唐,
遂安,PL000000011974,118.7367,29.4824,唐,唐_江南東道
北山,PL000000013640,118.867053,28.971987,沒有給定朝代,
慧安寺,PL000000011936,119.036834,29.611082,,
吳川,PL000000031004,110.698,21.3552,唐,唐_嶺南道
新昌,PL000000018717,117.215,29.4017,唐,唐_江南西道
烏龍山,PL000000011985,119.520368,29.582048,沒有給定朝代,
開元寺,PL000000011995,119.275455,29.477243,唐,
寧國寺,PL000000011902,119.687363,29.79546,唐,
竹林寺,PL000000012103,120.179421,30.281321,唐,
安國院,PL000000021654,116.464708,35.937135,,
明福院,PL000000027663,113.691581,31.256221,沒有給定朝代,
寒嶺,PL000000004113,113.116118,36.202842,沒有給定朝代,
安國院,PL000000005181,110.447554,34.867059,沒有給定朝代,
懷安,PL000000045938,107.8325,36.6427,唐,唐_關內道
清靜寺,PL000000045850,110.447554,34.867059,唐,
安峯山,PL000000005169,110.447554,34.867059,沒有給定朝代,
大佛山,PL000000027459,113.119582,31.018539,,
安定寺,PL000000003030,116.871841,38.292197,,
廣福院,PL000000016487,115.779073,33.876954,唐,
銅鞮,PL000000004308,112.6211,36.5996,唐,唐_河東道
歸真塔,PL000000056242,114.976002,27.106689,唐,
興唐寺,PL000000056485,112.4503,34.7096,沒有給定朝代,
觀音臺,PL000000028941,112.730016,27.243995,沒有給定朝代,
安康,PL000000044413,108.263,32.8253,唐,唐_山南東道
最勝輪之塔,PL000000056373,112.730016,27.243995,沒有給定朝代,
石楞伽經院,PL000000042148,108.972,34.2782,唐,
巴西,PL000000035431,104.8028,31.4689,唐,唐_劍南道
靈智寺,PL000000011480,120.179421,30.281321,,
福州,PL000000017165,119.3256,26.0352,唐,唐_江南東道
丹徒,PL000000010985,119.4533,32.2052,唐,唐_江南東道
黃鶴山,PL000000011008,119.443,32.189,沒有給定朝代,
大和寶航之塔,PL000000056377,119.439891,32.188683,唐,
諸暨,PL000000013376,120.2365,29.7118,唐,唐_江南東道
四明山,PL000000012277,120.982193,29.634994,慣用名,
天目山,PL000000012081,119.424147,30.34971,,
白崖山,PL000000025339,111.42,32.8,沒有給定朝代,
紫閣峰,PL000000042641,108.74,34,沒有給定朝代,
順陽川,PL000000025340,111.484759,33.140058,沒有給定朝代,
黨子谷,PL000000025338,111.434,32.802,沒有給定朝代,
龍興寺,PL000000023659,112.4575,34.6349,唐,
太一延昌寺,PL000000026783,111.507196,32.542215,,
香嚴寺,PL000000025341,111.43446,32.781216,唐,
獼猴江,PL000000056385,85.127109,25.987143,沒有給定朝代,
雁塔,PL000000056386,85.51,25.02,沒有給定朝代,
甘泉寺,PL000000003727,112.11,38.24,唐,
建陽,PL000000018363,118.1139,27.3386,唐,唐_江南東道
聖跡寺,PL000000018339,117.954044,27.373603,唐,
大光山,PL000000028723,113.7,28.4,沒有給定朝代,
南臺寺,PL000000028939,112.704422,27.262834,南梁,
高要,PL000000031099,112.4599,23.0571,唐,唐_嶺南道
青原山,PL000000019385,115.055634,27.062742,,
見相塔,PL000000056419,113.08,28.26,沒有給定朝代,
徑山,PL000000011772,119.760628,30.386138,,
昆山,PL000000008508,121.1568,31.0923,唐,唐_江南東道
浙江西道,PL000000008363,119.4533,32.2052,唐,唐_浙江西道
大祿山,PL000000056452,0,0,沒有給定朝代,
杏山,PL000000056453,114.463173,38.036613,沒有給定朝代,
杏子山,PL000000056454,111.782077,30.825172,沒有給定朝代,
清陽,PL000000002046,115.6007,37.0942,唐,唐_河北道
宣城,PL000000016956,118.7514,30.9457,唐,唐_江南西道
三峯山,PL000000016329,116.7651,32.2937,,
唐州,PL000000026303,113.3281,32.7224,唐,唐_山南東道
大光院,PL000000026283,113.327145,32.724446,唐,
迴鑾寺,PL000000025026,111.193566,34.779747,唐,
桃林,PL000000025123,110.9434,34.6828,唐,唐_都畿道
東臺山,PL000000028931,112.730016,27.243995,沒有給定朝代,
郟城,PL000000023997,113.2125,33.9713,唐,唐_都畿道
鞏縣,PL000000023129,113.0467,34.7814,唐,唐_都畿道
贊皇,PL000000000962,114.3865,37.662,唐,唐_河北道
慈和寺,PL000000056477,119.405855,32.197169,沒有給定朝代,
都梁山,PL000000010610,118.494208,33.006169,沒有給定朝代,
榮光禪院,PL000000025892,115.0535,32.1294,,
開元寺,PL000000018582,115.892056,28.685334,唐,
渝州,PL000000034104,106.4534,29.5899,唐,唐_山南西道
西裏山,PL000000019808,116.359803,27.976304,唐,
龔公山,PL000000019334,114.765255,25.661289,沒有給定朝代,
廬州,PL000000015064,117.2854,31.8633,唐,唐_淮南道
壽州,PL000000016346,116.7861,32.5747,唐,唐_淮南道
扶桑樹,PL000000055488,0,0,,
建昌,PL000000018931,115.7707,29.0903,唐,唐_江南西道
石門山,PL000000018910,115.801765,29.021397,,
西堂,PL000000019103,114.936912,25.866417,,
虔化,PL000000019245,116.0186,26.4653,唐,唐_江南西道
靈湯泉,PL000000015607,118.136082,30.276405,,
龍興寺,PL000000024824,113.822774,34.026759,,
黃山,PL000000015601,118.157306,30.124349,慣用名,
寶真院,PL000000021896,118.348034,35.068674,,
氶縣,PL000000020721,117.6115,34.7703,唐,唐_河南道
費縣,PL000000022048,117.9739,35.2642,唐,唐_河南道
慎縣,PL000000015093,117.5462,31.9898,唐,唐_淮南道
慈恩寺,PL000000027105,112.128353,32.011803,,
南泉山,PL000000016614,117.269858,30.430206,沒有給定朝代,
山南東道,PL000000027117,112.1403,32.0126,唐,唐_山南東道
鳳林關,PL000000027088,112.128353,32.011803,唐,
弋陽,PL000000020095,117.43,28.4007,唐,唐_江南西道
浮槎寺,PL000000015050,117.653449,31.843383,沒有給定朝代,
禹王台公園,PL000000023340,114.370919,34.770984,,
六合,PL000000009283,118.8469,32.3472,唐,唐_淮南道
金山寺,PL000000011011,119.410363,32.21725,東晉,
定山,PL000000009399,120.280629,31.922557,沒有給定朝代,
東林山,PL000000012966,120.097726,30.682655,沒有給定朝代,
馴翟坊,PL000000010755,119.426378,32.396669,,
紫玉山,PL000000025390,112.772327,32.357935,沒有給定朝代,
廬江,PL000000016143,117.2972,31.2522,唐,唐_淮南道
南安,PL000000017997,118.5352,24.9736,唐,唐_江南東道
寶峰禪寺,PL000000019708,115.406814,29.00611,沒有給定朝代,
伏牛山,PL000000025190,111.774128,33.589793,慣用名,
百丈山,PL000000019628,114.77965,28.723384,唐,
泉州,PL000000017906,118.5983,24.9083,唐,唐_江南東道
岨崍山,PL000000021603,117.300368,36.035411,沒有給定朝代,
毘盧遮那院,PL000000042181,108.990515,34.265773,,
灞橋,PL000000042342,109.094782,34.285363,沒有給定朝代,
岳陽,PL000000005811,111.9178,36.2867,唐,唐_河東道
信安,PL000000013660,118.8764,28.9555,唐,唐_江南東道
滕家道場,PL000000013238,120.578829,29.991451,唐,
迴向道場,PL000000020133,116.674456,28.996828,唐,
衛國寺,PL000000023594,112.494907,34.694269,唐,
不空三藏池,PL000000042220,108.938884,34.228502,唐,
傳法堂,PL000000042221,108.938884,34.228502,唐,
灞陵,PL000000042341,109.125467,34.243828,西漢,
元和正真之塔,PL000000056926,109.1,34.24,唐,
純德寺,PL000000035928,104.8567,29.7844,唐,
佛窟巖,PL000000014704,121.006384,29.20396,沒有給定朝代,
千丈瀑布水,PL000000057224,120.852071,29.101477,,
五洩山,PL000000013358,120.04,29.72,慣用名,
白沙庵,PL000000014481,121.100226,29.256967,沒有給定朝代,
東道場,PL000000014707,121.002438,29.147117,,
東白山,PL000000013605,120.438605,29.480707,,
浦陽縣,PL000000013563,119.8924,29.4574,唐,唐_江南東道
陽靈,PL000000056928,120.148229,30.269649,沒有給定朝代,
平昌,PL000000022160,116.9605,37.4701,唐,唐_河北道
大梅山,PL000000012402,121.152047,30.038981,,
澋口,PL000000027901,113.7,29.93,沒有給定朝代,
柴紫山,PL000000027020,111.782077,30.825172,沒有給定朝代,
崇業寺,PL000000056938,112.1153,30.3907,唐,
龍潭寺,PL000000029483,111.752685,29.651306,唐,
乾明寺,PL000000029435,111.693145,28.974063,唐,
天平山,PL000000024204,113.815697,36.078208,沒有給定朝代,
楊岐山,PL000000019592,113.841709,27.845043,沒有給定朝代,
南康,PL000000019349,114.7536,25.6574,唐,唐_江南西道
新吳,PL000000019640,115.3858,28.7062,唐,唐_江南西道
大寶勝輪之塔,PL000000056943,114.77965,28.723384,沒有給定朝代,
望湖山翠微巖,PL000000028618,112.7,35.6,唐,
景城,PL000000003038,116.5531,38.3121,唐,唐_河北道
開元寺,PL000000003233,116.134139,38.848778,唐,
夾石山,PL000000027091,112.128353,32.011803,,
龍興寺,PL000000002370,114.9847,38.5194,,
安國院,PL000000016485,115.779073,33.876954,,
大雲寺,PL000000009509,117.2633,34.2071,唐,
定真院,PL000000002496,114.984323,38.516256,,
開元寺,PL000000028294,113.2381,31.8967,,
大像峯,PL000000002492,114.984323,38.516256,,
甘泉寺,PL000000024605,112.596306,35.068317,,
都昌,PL000000018987,116.3567,29.4989,唐,唐_江南西道
葉縣,PL000000023951,113.2971,33.4958,唐,唐_都畿道
錦江,PL000000034674,103.915868,30.22902,沒有給定朝代,
開元寺,PL000000006200,111.75,37.27,唐,
上洛,PL000000044492,109.9414,33.8694,唐,唐_山南東道
開元寺,PL000000044485,109.935788,33.872077,,
眾香佛剎,PL000000006207,111.781543,37.264461,唐,
澄源之塔,PL000000056966,0,0,沒有給定朝代,
東寺,PL000000028637,113.0034,28.291,,
丹霞山,PL000000025260,112.552629,33.539168,,
慧林寺,PL000000023573,112.4503,34.7096,唐,
妙覺之塔,PL000000056978,112.557613,33.480548,唐,
芙蓉山,PL000000009398,120.280629,31.922557,,
禪定寺,PL000000016941,118.754625,30.944441,,
齊雲山,PL000000015667,118.028887,29.80719,,
西園,PL000000028922,112.730016,27.243995,,
永泰寺,PL000000027756,112.1153,30.3907,,
撫州,PL000000019846,116.292,28.0174,唐,唐_江南西道
大寂寺,PL000000026451,114.310969,30.5567,沒有給定朝代,
武昌,PL000000027409,114.8887,30.4017,唐,唐_江南西道
洪山,PL000000026442,114.339159,30.536682,,
千頃院,PL000000012104,119.71869,30.238381,唐,
大雲寺,PL000000011481,120.179421,30.281321,,
閩縣,PL000000017166,119.3256,26.0352,唐,唐_江南東道
寶石山,PL000000011583,120.135388,30.261589,,
南泉承恩寺,PL000000016619,117.4,30.5,唐,
新鄭,PL000000023249,113.7242,34.3753,唐,唐_都畿道
大隈山,PL000000023209,113.384396,34.541143,,
青陽縣,PL000000016923,117.8719,30.6355,唐,唐_江南西道
雲巖寺,PL000000029556,113.327398,27.439248,唐,
淨勝之塔,PL000000057006,113.5026,27.6675,沒有給定朝代,
福壽寺,PL000000027757,112.1153,30.3907,,
昭成寺,PL000000023574,112.475203,34.692898,唐,
上方山,PL000000009825,120.578779,31.247626,,
觀音院,PL000000001032,114.778446,37.747993,沒有給定朝代,
臨淄,PL000000020642,118.3576,36.8713,唐,唐_河南道
秋浦,PL000000016632,117.4907,30.6535,唐,唐_江南西道
上高,PL000000019671,114.9353,28.2403,唐,唐_江南西道
報德寺,PL000000023874,112.63842,34.693017,沒有給定朝代,
道吾山,PL000000028631,113.63,28.1486,,
霜華山,PL000000028722,113.666737,27.938094,,
寶相之塔,PL000000057012,113.666737,27.938094,沒有給定朝代,
鹽官,PL000000012856,120.5492,30.4073,唐,唐_江南東道
石塔寺,PL000000010769,119.423274,32.39585,,
龍興寺,PL000000021655,116.464708,35.937135,唐,
安國寺,PL000000012844,120.535908,30.407641,唐,
汀州,PL000000018407,116.358,25.8322,唐,唐_江南東道
法樂寺,PL000000011712,120.259763,30.186275,,
聖壽寺,PL000000042524,108.958715,34.007633,,
平原,PL000000022207,116.4386,37.1569,唐,唐_河北道
延和寺,PL000000022187,116.429184,37.165349,,
溈山,PL000000028694,111.978603,28.217202,唐,
長溪,PL000000018494,119.999,26.882,唐,唐_江南東道
長沙,PL000000028664,112.9867,28.1973,唐,唐_江南西道
湘潭,PL000000029004,112.9676,27.3083,唐,唐_江南西道
同慶寺,PL000000028706,112.00976,28.16942,唐,
九井山,PL000000026508,114.369986,30.884954,,
禪林寺,PL000000014691,120.954814,29.139938,沒有給定朝代,
智覺之塔,PL000000057043,114.369986,30.884954,唐,
大慈山,PL000000012299,121.702447,29.748993,沒有給定朝代,
童子寺,PL000000003780,112.430895,37.736504,北齊,
常樂寺,PL000000028944,112.730016,27.243995,,
虎跑泉,PL000000028925,112.730016,27.243995,,
定慧之塔,PL000000057045,120.12652,30.213094,唐,
韶山,PL000000025046,111.764081,34.88496,慣用名,
昂頭山,PL000000028930,112.730016,27.243995,,
岐山,PL000000042879,107.636,34.4393,唐,唐_京畿道
朗州,PL000000029413,111.6999,29.034,唐,唐_江南西道
棲心寺,PL000000012202,121.563476,29.867666,唐,
鄮縣,PL000000012471,121.5701,29.7043,唐,唐_江南東道
天童山,PL000000012278,121.780698,29.81828,沒有給定朝代,
壽相塔,PL000000056261,121.563476,29.867666,,
臨濟寺,PL000000000850,114.57,38.12,沒有給定朝代,
離狐,PL000000022766,115.3187,35.4037,唐,唐_河南道
黃檗山,PL000000019682,114.492792,28.476711,慣用名,
澄靈之塔,PL000000057056,114.567218,38.134818,唐,
建春門,PL000000057060,112.457826,34.620891,唐,
長城,PL000000013106,119.9103,31.0126,唐,唐_江南東道
鐵佛寺,PL000000012987,120.092723,30.869277,,
東天目山,PL000000012082,119.516323,30.304584,,
山背山,PL000000057061,120.942352,29.504209,沒有給定朝代,
大寂巖,PL000000011855,119.7604,30.382502,,
洞山寺,PL000000019687,114.865614,28.540234,唐,
五洩山寺,PL000000013364,120.047132,29.734418,沒有給定朝代,
新豐山,PL000000057064,115.90418,28.679095,沒有給定朝代,
高安,PL000000019790,115.3809,28.4245,唐,唐_江南西道
价祖塔,PL000000056282,114.865614,28.540234,沒有給定朝代,
開元寺,PL000000029396,111.696245,29.026112,南梁,
龍牙山,PL000000057065,112.16,28.5,沒有給定朝代,
爛柯山,PL000000013636,118.916049,28.876207,,
祥符寺,PL000000013644,118.867701,28.965866,,
至德伽藍,PL000000012723,120.765829,30.758326,,
南禪院,PL000000009899,120.62454,31.320092,,
招隱寺,PL000000011010,119.440426,32.174015,慣用名,
永安院,PL000000012724,120.765829,30.758326,,
長慶院,PL000000017203,119.270428,26.074862,唐,
乾元寺,PL000000017141,118.5449,27.9234,沒有給定朝代,
兜率壇,PL000000057067,118.5449,27.9234,沒有給定朝代,
石鞏山,PL000000019958,116.160843,27.464824,,
龍池,PL000000005248,113.587394,38.60387,,
正真之塔,PL000000057073,119.257441,26.081359,沒有給定朝代,
玉笥鄉,PL000000019443,115.31,27.58,唐,
西山,PL000000018633,115.62619,28.553163,沒有給定朝代,
見相之塔,PL000000057089,113.641887,27.910018,唐,
西峯院,PL000000012983,120.121083,30.859733,,
霅溪,PL000000012968,120.09753,30.848355,沒有給定朝代,
棲賢寺,PL000000018961,116.001296,29.520219,南齊,
功臣院,PL000000011452,119.73,30.23,五代十國,
錦山,PL000000012088,119.72,30.228,沒有給定朝代,
雲居山,PL000000018911,115.576803,29.100207,,
玉田,PL000000001250,117.7647,39.8828,唐,唐_河北道
延壽寺,PL000000000755,117.93,40.21,唐,
翠微寺,PL000000042513,108.928138,33.839563,唐,
三峯,PL000000019684,114.762995,28.394062,沒有給定朝代,
甘子堂,PL000000057092,115.984591,29.729926,沒有給定朝代,
連雲院,PL000000014963,119.890254,28.354176,沒有給定朝代,
花山,PL000000057100,118.15,32.27,沒有給定朝代,
武夷山,PL000000018271,117.786028,27.859913,,
大賽山,PL000000015019,119.13615,28.078152,,
龍安院,PL000000015022,119.13615,28.078152,,
開元寺,PL000000057107,119.9379,28.4324,沒有給定朝代,
崇聖寺,PL000000017205,119.039308,26.400958,唐,
玉澗寺,PL000000017573,119,25.46,唐,
芙蓉山,PL000000057110,119.323703,26.085139,沒有給定朝代,
寶剎寺,PL000000000358,116.351995,39.8728,,
怡山,PL000000057113,119.270712,26.074781,沒有給定朝代,
福建道,PL000000056178,119.3256,26.0352,唐,唐_福建道
雪峰,PL000000017136,119.033669,26.399001,沒有給定朝代,
玄沙院,PL000000057277,119.268192,26.147078,沒有給定朝代,
安國寺,PL000000017144,119.32,26.06,沒有給定朝代,
洞嚴,PL000000013162,120.574881,30.007314,,
鵝湖寺,PL000000020127,117.81432,28.259392,沒有給定朝代,
招慶寺,PL000000017888,118.593393,24.945125,沒有給定朝代,
鼓山,PL000000017193,119.38911,26.076966,,
蘇溪,PL000000029555,111.322478,29.136372,沒有給定朝代,
麟游,PL000000042995,107.8221,34.6836,唐,唐_京畿道
懷恩寺,PL000000042867,107.620945,34.443579,,
樂普山,PL000000029554,109.4,28.76,沒有給定朝代,
資聖禪寺,PL000000012462,121.21672,29.685911,晉,
平恩,PL000000001762,115.0842,36.7105,唐,唐_河北道
開元寺,PL000000001796,114.506966,37.072917,唐,
邢州,PL000000001807,114.5037,37.0656,唐,唐_河北道
青山,PL000000015305,118.535579,31.491813,沒有給定朝代,
瑞聖禪院,PL000000057188,118.535579,31.491813,沒有給定朝代,
仰山棲隱禪寺,PL000000019598,114.347798,27.632289,沒有給定朝代,
湞昌,PL000000030712,114.3104,25.1177,唐,唐_嶺南道
妙光之塔,PL000000057195,114.347318,27.634216,沒有給定朝代,
捧日寺,PL000000042514,108.675444,33.934902,沒有給定朝代,
安國寺,PL000000057259,108.717271,34.333428,唐,
玉山,PL000000020056,118.2489,28.6783,唐,唐_江南東道
饒州,PL000000020175,116.6725,28.993,唐,唐_江南西道
西禪院,PL000000020132,118.2489,28.6783,,
馬冠山,PL000000018481,119.791253,27.042751,沒有給定朝代,
富陽山,PL000000017887,118.608832,24.894098,,
無相寺,PL000000014758,120.85252,29.099971,,
常樂寺,PL000000012725,120.430024,30.529918,,
石亭觀音院,PL000000018599,115.820405,28.784506,沒有給定朝代,
千頃山,PL000000011456,120.179421,30.281321,,
龍泉院,PL000000011482,120.179421,30.281321,沒有給定朝代,
餘不亭侯廟,PL000000057255,120.09,30.53,沒有給定朝代,
仁王院,PL000000012984,120.121083,30.859733,沒有給定朝代,
伏龍山,PL000000012461,121.7205,29.9522,,
國寧寺,PL000000012166,121.539398,29.876664,唐,
經藏院,PL000000057256,121.539398,29.876664,沒有給定朝代,
金地道場,PL000000014708,121.050088,29.194314,,
奉化,PL000000012481,121.4157,29.6502,唐,唐_江南東道
富陽,PL000000012060,119.9566,30.0521,唐,唐_江南東道
胙城,PL000000024377,114.4085,35.2535,唐,唐_河南道
義檀寺,PL000000057258,114.354029,36.090719,唐,
夷門山,PL000000023412,114.440021,34.756704,沒有給定朝代,
大延壽甘露寺,PL000000057262,114.363417,34.817124,唐,
開封府,PL000000023328,114.3525,34.7847,五代十國,五代十國_晉
靈化之塔,PL000000057265,114.528,34.6673,五代十國,
黃崗山,PL000000028066,114.8743,30.446,沒有給定朝代,
華嚴寺,PL000000023593,112.490283,34.68473,唐,
投子寺,PL000000015565,116.950747,31.08112,沒有給定朝代,
保唐寺,PL000000023575,112.4503,34.7096,,
疎山寺,PL000000019973,116.567857,27.888981,唐,
白水院,PL000000019777,115.372193,28.422022,,
南城,PL000000019880,116.7179,27.4247,唐,唐_江南西道
滿田寺,PL000000019370,114.976002,27.106689,沒有給定朝代,
龍牙寺,PL000000056309,112.16,28.5,沒有給定朝代,
白龍江,PL000000056760,119.325562,26.053264,沒有給定朝代,
瑞巖院,PL000000014883,121.2671,28.6412,,
曹山,PL000000019959,116.108541,27.562526,沒有給定朝代,
莆田,PL000000017601,119.0195,25.4326,唐,唐_江南東道
靈石山,PL000000017137,119.223163,25.67343,,
羅漢院,PL000000018037,117.613728,24.117211,沒有給定朝代,
常山,PL000000013684,118.6949,28.911,唐,唐_江南東道
萬歲寺,PL000000017527,119.552053,25.927094,唐,
漳州,PL000000018048,117.6191,24.1158,唐,唐_江南東道
龍溪,PL000000018104,117.6531,24.4638,唐,唐_江南東道
勤州,PL000000031917,111.9372,22.6693,唐,唐_嶺南道
東禪寺,PL000000018830,115.984591,29.729926,,
長樂府,PL000000017164,119.3256,26.0352,五代十國,五代十國_閩
天華寺,PL000000011527,120.20733,30.256653,沒有給定朝代,
鏡清禪苑,PL000000013230,120.578829,29.991451,沒有給定朝代,
天龍寺,PL000000011435,120.14256,30.213187,沒有給定朝代,
龍姥山,PL000000012377,121.4256,29.291198,沒有給定朝代,
飛英寺,PL000000012971,120.102142,30.875029,唐,
清化禪院,PL000000013231,120.578829,29.991451,,
崑山,PL000000010176,120.867972,31.391107,沒有給定朝代,
仰山,PL000000019591,114.394525,27.562675,,
仰山南塔,PL000000057294,114.347798,27.632289,沒有給定朝代,
安福,PL000000019550,114.617,27.3814,唐,唐_江南西道
應國禪院,PL000000019371,114.976002,27.106689,,
鴿湖山,PL000000013199,114.61,27.49,沒有給定朝代,
清化禪院,PL000000057293,114.61,27.49,沒有給定朝代,
杭州,PL000000011518,120.1775,30.2928,五代十國,五代十國_吳越
雲峯山,PL000000013200,120.578829,29.991451,,
永安院,PL000000056092,108.9532,34.2662,沒有給定朝代,
金城坊,PL000000056456,108.902347,34.265104,沒有給定朝代,
安樂州,PL000000047250,106.48,37.2818,唐,唐_關內道
雲居山,PL000000042640,108.605273,34.108609,,
義陽鄉,PL000000042094,108.956314,34.268042,沒有給定朝代,
僰道,PL000000036690,104.6246,28.7744,唐,唐_劍南道
晉昌節度使,PL000000042208,108.9532,34.2662,五代十國,五代十國_晉
龍華寺,PL000000011483,120.179421,30.281321,,
清源山,PL000000017785,118.608575,24.924201,,
報慈院,PL000000057394,120.124836,30.261628,五代十國,
興教寺,PL000000008950,118.756619,32.05249,,
智通院,PL000000011937,119.036834,29.611082,,
上鐘山寺,PL000000019010,116.222118,29.715731,唐,
無相塔院,PL000000009077,118.76994,31.993287,沒有給定朝代,
丹陽,PL000000011044,119.5789,31.9945,北宋,北宋_兩浙路
漳州,PL000000018024,117.6614,24.5104,五代十國,五代十國_閩
佛手巖,PL000000057396,115.96,29.57,沒有給定朝代,
鹿門山,PL000000027165,112.220041,32.088912,,
淨慈寺,PL000000011683,120.144304,30.23138,沒有給定朝代,
大通禪院,PL000000005223,110.447554,34.867059,沒有給定朝代,
龍井,PL000000011541,120.106796,30.224282,慣用名,
圓通寺,PL000000018855,115.971766,29.547883,沒有給定朝代,
羅漢院,PL000000057398,118.778,32.0514,沒有給定朝代,
縉雲,PL000000014972,120.0671,28.647,唐,唐_江南東道
撫州,PL000000019852,116.3316,28.0094,五代十國,五代十國_南唐
秦,PL000000000096,108.8857,34.4394,秦,秦_
于寘,PL000000047993,79.887,37.195,東漢,東漢_西域長史府
廣陵郡,PL000000010837,119.4051,32.4474,東漢,東漢_徐州刺史部
紵麻蘭若,PL000000057401,108.605273,34.108609,沒有給定朝代,
淨業寺,PL000000042517,108.817613,34.027448,隋,
清官鄉遵善里,PL000000057402,108.946347,34.155718,唐,
法門寺,PL000000042886,107.904475,34.44238,慣用名,
雲室山,PL000000004313,112.330312,36.499833,,
壇谷,PL000000057406,108.39,34.056,沒有給定朝代,
崇聖寺,PL000000042229,108.92295,34.233296,隋,
右銀臺門,PL000000057403,108.949588,34.291638,唐,
淨光之塔,PL000000057405,108.942653,34.233868,沒有給定朝代,
乾陵,PL000000057329,108.213834,34.580219,,
靈感寺,PL000000057408,108.946347,34.155718,唐,
上林苑,PL000000057409,108.884,34.208,西漢,
曲沃,PL000000005740,111.4715,35.6406,唐,唐_河東道
豐林,PL000000043600,109.603,36.6936,唐,唐_關內道
洙水,PL000000021453,116.979203,35.642149,,
孔廟,PL000000021493,116.98451,35.59681,沒有給定朝代,
雲臺,PL000000057412,112.632314,34.726457,東漢,
麒麟閣,PL000000057411,108.85861,34.304291,西漢,
齊明寺,PL000000011713,120.259763,30.186275,,
雲明寺,PL000000055938,120.595385,29.875469,沒有給定朝代,
洪邑寺,PL000000057413,120.23164,29.716451,沒有給定朝代,
平原寺,PL000000057414,120.23164,29.716451,沒有給定朝代,
大雲寺,PL000000012985,119.780241,30.949733,南齊,
興國寺,PL000000057415,120.23164,29.716451,沒有給定朝代,
金山寺,PL000000048620,127.053554,35.72309,沒有給定朝代,
金山縣,PL000000057416,128.114,36.14,沒有給定朝代,
多子塔,PL000000048238,85.117868,25.98772,沒有給定朝代,
黃州,PL000000026549,114.8079,30.8449,唐,唐_淮南道
保唐寺,PL000000042247,108.958708,34.247678,唐,
西晉,PL000000000102,112.6193,34.7203,,
泗州,PL000000010623,118.4958,33.0545,唐,唐_河南道
戒壇院,PL000000057482,120.567738,29.878285,沒有給定朝代,
秦山,PL000000013201,120.608648,29.945597,沒有給定朝代,
