117.019942	36.667014
118.778	32.0514
118.789438	32.063225
118.778	32.0514
118.778	32.0514
119.283946	26.072295
118.778	32.0514
112.3918	34.6646
112.3918	34.6646
112.3918	34.6646
82.961697	41.716288
108.9532	34.2662
113.2643	23.1335
118.778	32.0514
119.9566	30.0521
118.778	32.0514
115.9064	28.6738
115.3858	28.7062
113.546	24.7681
113.990069	25.449352
115.0101	25.8586
115.9064	28.6738
116.7403	27.4389
119.3276	26.04
113.264	23.1335
113.264	23.1335
113.264	23.1335
113.2643	23.1335
113.2643	23.1335
118.764825	32.068755
114.3892	36.2752
115.9944	29.7213
118.778	32.0514
118.778	32.0514
113.2643	23.1335
113.2643	23.1335
115.9064	28.6738
118.778	32.0514
118.778	32.0514
99.9833	47.4815
114.4046	36.2701
108.9532	34.2662
118.150815	26.636524
108.938708	34.228459
66.901385	36.766775
79.828	36.9881
102.4033	36.4874
108.874	34.322
108.874	34.322
104.0864	30.6501
108.9532	34.2662
100.459	38.9336
102.4371	47.4598
112.3918	34.6646
112.3918	34.6646
88.4572	43.2853
93.0036	42.9733
108.9532	34.2662
112.3918	34.6646
114.7817	37.7522
114.4046	36.2701
108.9532	34.2662
112.5009	37.7557
108.9532	34.2662
112.5009	37.7557
113.2425	30.1969
112.3918	34.6646
108.9532	34.2662
112.3918	34.6646
108.9532	34.2662
108.9532	34.2662
108.9532	34.2662
108.9532	34.2662
108.9532	34.2662
108.9532	34.2662
108.9532	34.2662
108.9532	34.2662
108.9532	34.2662
108.9532	34.2662
104.0864	30.6501
104.0864	30.6501
112.1852	30.3539
119.4462	32.39
114.7817	37.7522
114.408	36.2774
108.9532	34.2662
102.6438	37.9272
94.564	40.1266
88.4572	43.2853
75.3627	42.8229
67.0291	38.219
70.224534	34.663387
70.450011	34.333007
71.5	34
72.83072	33.755916
76.5	34.5
73.990791	31.709312
75.6	31.3
79.446259	27.393717
79.917782	27.056427
85.3	27.7
85.42	25.03
84.991275	24.695102
85.5	25.02
85.443661	25.137688
90.814693	24.043951
78.1	9.8
72.863817	30.629196
85.443661	25.137688
85.443661	25.137688
68.866148	36.733208
72.31702	36.949216
72.3	36.3
75.224419	37.773137
77.250011	38.416622
108.9532	34.2662
108.94	34.26
108.94	34.26
112.128353	32.011803
112.3918	34.6646
118.81641	25.240202
108.913184	35.334051
103.5089	35.5117
113.561939	39.001822
108.9532	34.2662
112.128353	32.011803
119.426378	32.396669
119.946798	31.755303
118.778	32.0514
118.778	32.0514
118.778	32.0514
120.9409	30.5165
118.778	32.0514
120.715457	31.667697
119.2896	32.4294
120.5863	31.2583
118.778	32.0514
120.5863	31.2583
120.1082	30.8636
118.778	32.0514
118.778	32.0514
113	28
113.2643	23.1335
120.5871	30.0031
118.778	32.0514
120.566621	29.879801
118.778	32.0514
119.292864	26.078852
104.025223	30.664428
119.658	29.177
118.778	32.0514
110.4247	36.2548
112.3918	34.6646
112.5009	37.7557
118.778	32.0514
113.943258	29.044471
119.2896	32.4294
112.3918	34.6646
118.778	32.0514
118.772899	32.067713
118.778	32.0514
118.778	32.0514
115.9064	28.6738
118.778	32.0514
112.1852	30.3539
118.778	32.0514
118.778	32.0514
119.9388	30.2909
112.9867	28.1973
118.778	32.0514
118.778	32.0514
104.1461	30.6837
118.778	32.0514
118.778	32.0514
118.778	32.0514
112.148	32.0485
118.778	32.0514
114.3206	30.5217
118.778	32.0514
114.397	36.2849
118.778	32.0514
120.0671	28.647
118.778	32.0514
118.778	32.0514
118.7886	31.7862
118.778	32.0514
121.430355	29.320122
118.988	32.1549
118.778	32.0514
118.778	32.0514
118.778	32.0514
115.9064	28.6738
115.9064	28.6738
118.778	32.0514
114.3892	36.2752
118.778	32.0514
118.778	32.0514
114.4046	36.2701
104.0864	30.6501
108.8465	34.5329
108.8465	34.5329
118.622296	28.740764
114.3892	36.2752
112.3918	34.6646
119.2896	32.4294
113.712689	36.073048
112.3918	34.6646
116.5872	35.4095
112.3918	34.6646
112.3918	34.6646
117.9827	36.6438
112.935331	34.507018
139.6666	35.2969
113.9675	35.3777
112.3918	34.6646
113.815697	36.078208
112.3918	34.6646
112.935331	34.507018
113.3233	35.0524
112.3918	34.6646
110.3006	34.8515
112.1995	30.3496
108.9532	34.2662
104.0864	30.6501
